PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,Themes,GameUrl
puzzle_1773927622247_1171,"rnbqkbnr/pppp1ppp/4p3/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq d3 0 3","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O",2342,100,50,"endgame","https://lichess.org/puzzle/puzzle_1773927622247_1171"
puzzle_1773927622247_1172,"rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7",1039,100,50,"middlegame","https://lichess.org/puzzle/puzzle_1773927622247_1172"
puzzle_1773927622247_1173,"rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7",2228,100,50,"middlegame","https://lichess.org/puzzle/puzzle_1773927622247_1173"
puzzle_1773927622247_1174,"rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq d6 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6",1448,100,50,"endgame","https://lichess.org/puzzle/puzzle_1773927622247_1174"
puzzle_1773927622247_1175,"r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 4 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3 a6",1044,100,50,"sacrifice","https://lichess.org/puzzle/puzzle_1773927622247_1175"
puzzle_1773927622247_1176,"r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 4 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3 a6 Qe1 Nh7",1276,100,50,"fork","https://lichess.org/puzzle/puzzle_1773927622247_1176"
puzzle_1773927622247_1177,"r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 4 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6",1071,100,50,"middlegame","https://lichess.org/puzzle/puzzle_1773927622247_1177"
puzzle_1773927622247_1178,"rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 1","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7",2013,100,50,"middlegame","https://lichess.org/puzzle/puzzle_1773927622247_1178"
puzzle_1773927622247_1179,"rnbqkbnr/ppp1pppp/3p4/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3 a6 Qe1 Nh7 Qg3",2330,100,50,"middlegame","https://lichess.org/puzzle/puzzle_1773927622247_1179"
puzzle_1773927622247_1180,"rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq c6 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4",2239,100,50,"middlegame","https://lichess.org/puzzle/puzzle_1773927622247_1180"
puzzle_1773927622247_1181,"rnbqkbnr/pp3ppp/4p3/2ppP3/2P5/8/PP1P1PPP/RNBQKBNR w KQkq - 0 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6",2210,100,50,"endgame","https://lichess.org/puzzle/puzzle_1773927622247_1181"
puzzle_1773927622247_1182,"rnbqkbnr/pp2pppp/8/2pp4/2P5/8/PP1PPPPP/RNBQKBNR w KQkq d6 0 3","e4 c5 Nf3 d6 Be2 Nf6 O-O e6",887,100,50,"pin","https://lichess.org/puzzle/puzzle_1773927622247_1182"
puzzle_1773927622247_1183,"rnbqkbnr/pp1ppppp/8/2p5/2P5/8/PP1PPPPP/RNBQKBNR w KQkq c6 0 2","e4 c5 Nf3 d6 Be2 Nf6",1711,100,50,"opening","https://lichess.org/puzzle/puzzle_1773927622247_1183"
puzzle_1773927622247_1184,"rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq e6 0 3","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3",1608,100,50,"skewer","https://lichess.org/puzzle/puzzle_1773927622247_1184"
puzzle_1773927622247_1185,"rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 3","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3",1661,100,50,"middlegame","https://lichess.org/puzzle/puzzle_1773927622247_1185"
puzzle_1773927622247_1186,"rnbqkbnr/pppp1ppp/8/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3 a6 Qe1",2232,100,50,"endgame","https://lichess.org/puzzle/puzzle_1773927622247_1186"
puzzle_1773927622247_1187,"r1bqkbnr/pppp1ppp/2n2n2/4p3/4P3/3P1N2/PPP2PPP/RNBQKB1R w KQkq - 4 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3",1983,100,50,"skewer","https://lichess.org/puzzle/puzzle_1773927622247_1187"
puzzle_1773927622247_1188,"r1bqkbnr/pppp1ppp/2n2n2/4p3/4P3/3P1N2/PPP2PPP/RNBQKB1R b KQkq - 0 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3 a6 Qe1 Nh7 Qg3",2048,100,50,"opening","https://lichess.org/puzzle/puzzle_1773927622247_1188"
puzzle_1773927622247_1189,"rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3",2264,100,50,"middlegame","https://lichess.org/puzzle/puzzle_1773927622247_1189"
puzzle_1773927622247_1190,"rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3",1577,100,50,"strategy","https://lichess.org/puzzle/puzzle_1773927622247_1190"
puzzle_1773927622247_1191,"rnbqkbnr/pppp1ppp/4p3/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq d3 0 3","e4 c5 Nf3 d6 Be2 Nf6 O-O e6",2107,100,50,"skewer","https://lichess.org/puzzle/puzzle_1773927622247_1191"
puzzle_1773927622247_1192,"rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O",2080,100,50,"fork","https://lichess.org/puzzle/puzzle_1773927622247_1192"
puzzle_1773927622247_1193,"rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4",2041,100,50,"tactics","https://lichess.org/puzzle/puzzle_1773927622247_1193"
puzzle_1773927622247_1194,"rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq d6 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3 a6 Qe1",1199,100,50,"endgame","https://lichess.org/puzzle/puzzle_1773927622247_1194"
puzzle_1773927622247_1195,"r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 4 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3 a6",1604,100,50,"sacrifice","https://lichess.org/puzzle/puzzle_1773927622247_1195"
puzzle_1773927622247_1196,"r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 4 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O",2236,100,50,"middlegame","https://lichess.org/puzzle/puzzle_1773927622247_1196"
puzzle_1773927622247_1197,"r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 4 4","e4 c5 Nf3 d6 Be2",2181,100,50,"skewer","https://lichess.org/puzzle/puzzle_1773927622247_1197"
puzzle_1773927622247_1198,"rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 1","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4",824,100,50,"strategy","https://lichess.org/puzzle/puzzle_1773927622247_1198"
puzzle_1773927622247_1199,"rnbqkbnr/ppp1pppp/3p4/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3 a6 Qe1",2360,100,50,"endgame","https://lichess.org/puzzle/puzzle_1773927622247_1199"
puzzle_1773927622247_1200,"rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq c6 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3 a6 Qe1 Nh7",1188,100,50,"middlegame","https://lichess.org/puzzle/puzzle_1773927622247_1200"
puzzle_1773927622247_1201,"rnbqkbnr/pp3ppp/4p3/2ppP3/2P5/8/PP1P1PPP/RNBQKBNR w KQkq - 0 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6",1895,100,50,"fork","https://lichess.org/puzzle/puzzle_1773927622247_1201"
puzzle_1773927622247_1202,"rnbqkbnr/pp2pppp/8/2pp4/2P5/8/PP1PPPPP/RNBQKBNR w KQkq d6 0 3","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3 a6 Qe1",969,100,50,"strategy","https://lichess.org/puzzle/puzzle_1773927622247_1202"
puzzle_1773927622247_1203,"rnbqkbnr/pp1ppppp/8/2p5/2P5/8/PP1PPPPP/RNBQKBNR w KQkq c6 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3 a6",2219,100,50,"opening","https://lichess.org/puzzle/puzzle_1773927622247_1203"
puzzle_1773927622247_1204,"rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq e6 0 3","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O",1851,100,50,"tactics","https://lichess.org/puzzle/puzzle_1773927622247_1204"
puzzle_1773927622247_1205,"rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 3","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3",2230,100,50,"middlegame","https://lichess.org/puzzle/puzzle_1773927622247_1205"
puzzle_1773927622247_1206,"rnbqkbnr/pppp1ppp/8/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3",2068,100,50,"fork","https://lichess.org/puzzle/puzzle_1773927622247_1206"
puzzle_1773927622247_1207,"r1bqkbnr/pppp1ppp/2n2n2/4p3/4P3/3P1N2/PPP2PPP/RNBQKB1R w KQkq - 4 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7",1918,100,50,"skewer","https://lichess.org/puzzle/puzzle_1773927622247_1207"
puzzle_1773927622247_1208,"r1bqkbnr/pppp1ppp/2n2n2/4p3/4P3/3P1N2/PPP2PPP/RNBQKB1R b KQkq - 0 4","e4 c5 Nf3 d6 Be2 Nf6 O-O",1206,100,50,"pin","https://lichess.org/puzzle/puzzle_1773927622247_1208"
puzzle_1773927622247_1209,"rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3 a6 Qe1 Nh7",2370,100,50,"sacrifice","https://lichess.org/puzzle/puzzle_1773927622247_1209"
puzzle_1773927622247_1210,"rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6",2242,100,50,"tactics","https://lichess.org/puzzle/puzzle_1773927622247_1210"
puzzle_1773927622247_1211,"rnbqkbnr/pppp1ppp/4p3/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq d3 0 3","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3",895,100,50,"fork","https://lichess.org/puzzle/puzzle_1773927622247_1211"
puzzle_1773927622247_1212,"rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3 a6 Qe1 Nh7",2361,100,50,"sacrifice","https://lichess.org/puzzle/puzzle_1773927622247_1212"
puzzle_1773927622247_1213,"rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4",1798,100,50,"opening","https://lichess.org/puzzle/puzzle_1773927622247_1213"
puzzle_1773927622247_1214,"rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq d6 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3 a6",1798,100,50,"tactics","https://lichess.org/puzzle/puzzle_1773927622247_1214"
puzzle_1773927622247_1215,"r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 4 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4",1838,100,50,"pin","https://lichess.org/puzzle/puzzle_1773927622247_1215"
puzzle_1773927622247_1216,"r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 4 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6",1563,100,50,"strategy","https://lichess.org/puzzle/puzzle_1773927622247_1216"
puzzle_1773927622247_1217,"r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 4 4","e4 c5 Nf3 d6 Be2 Nf6",920,100,50,"fork","https://lichess.org/puzzle/puzzle_1773927622247_1217"
puzzle_1773927622247_1218,"rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 1","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3",1143,100,50,"fork","https://lichess.org/puzzle/puzzle_1773927622247_1218"
puzzle_1773927622247_1219,"rnbqkbnr/ppp1pppp/3p4/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4",1079,100,50,"skewer","https://lichess.org/puzzle/puzzle_1773927622247_1219"
puzzle_1773927622247_1220,"rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq c6 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3 a6",1906,100,50,"sacrifice","https://lichess.org/puzzle/puzzle_1773927622247_1220"
puzzle_1773927622247_1221,"rnbqkbnr/pp3ppp/4p3/2ppP3/2P5/8/PP1P1PPP/RNBQKBNR w KQkq - 0 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3 a6 Qe1 Nh7",907,100,50,"pin","https://lichess.org/puzzle/puzzle_1773927622247_1221"
puzzle_1773927622247_1222,"rnbqkbnr/pp2pppp/8/2pp4/2P5/8/PP1PPPPP/RNBQKBNR w KQkq d6 0 3","e4 c5 Nf3 d6 Be2 Nf6 O-O e6",1793,100,50,"sacrifice","https://lichess.org/puzzle/puzzle_1773927622247_1222"
puzzle_1773927622247_1223,"rnbqkbnr/pp1ppppp/8/2p5/2P5/8/PP1PPPPP/RNBQKBNR w KQkq c6 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7",1786,100,50,"tactics","https://lichess.org/puzzle/puzzle_1773927622247_1223"
puzzle_1773927622247_1224,"rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq e6 0 3","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3 a6 Qe1 Nh7 Qg3",1760,100,50,"middlegame","https://lichess.org/puzzle/puzzle_1773927622247_1224"
puzzle_1773927622247_1225,"rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 3","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7",923,100,50,"skewer","https://lichess.org/puzzle/puzzle_1773927622247_1225"
puzzle_1773927622247_1226,"rnbqkbnr/pppp1ppp/8/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3 a6 Qe1 Nh7 Qg3",2195,100,50,"opening","https://lichess.org/puzzle/puzzle_1773927622247_1226"
puzzle_1773927622247_1227,"r1bqkbnr/pppp1ppp/2n2n2/4p3/4P3/3P1N2/PPP2PPP/RNBQKB1R w KQkq - 4 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6",2016,100,50,"sacrifice","https://lichess.org/puzzle/puzzle_1773927622247_1227"
puzzle_1773927622247_1228,"r1bqkbnr/pppp1ppp/2n2n2/4p3/4P3/3P1N2/PPP2PPP/RNBQKB1R b KQkq - 0 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3",1035,100,50,"strategy","https://lichess.org/puzzle/puzzle_1773927622247_1228"
puzzle_1773927622247_1229,"rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O",979,100,50,"strategy","https://lichess.org/puzzle/puzzle_1773927622247_1229"
puzzle_1773927622247_1230,"rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4",1857,100,50,"fork","https://lichess.org/puzzle/puzzle_1773927622247_1230"
puzzle_1773927622247_1231,"rnbqkbnr/pppp1ppp/4p3/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq d3 0 3","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3 a6 Qe1 Nh7 Qg3",2148,100,50,"opening","https://lichess.org/puzzle/puzzle_1773927622247_1231"
puzzle_1773927622247_1232,"rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3 a6 Qe1 Nh7",2331,100,50,"strategy","https://lichess.org/puzzle/puzzle_1773927622247_1232"
puzzle_1773927622247_1233,"rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3 a6 Qe1 Nh7",1575,100,50,"strategy","https://lichess.org/puzzle/puzzle_1773927622247_1233"
puzzle_1773927622247_1234,"rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq d6 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4",1003,100,50,"skewer","https://lichess.org/puzzle/puzzle_1773927622247_1234"
puzzle_1773927622247_1235,"r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 4 4","e4 c5 Nf3 d6 Be2 Nf6 O-O",1226,100,50,"tactics","https://lichess.org/puzzle/puzzle_1773927622247_1235"
puzzle_1773927622247_1236,"r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 4 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O",1520,100,50,"sacrifice","https://lichess.org/puzzle/puzzle_1773927622247_1236"
puzzle_1773927622247_1237,"r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 4 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3",2076,100,50,"endgame","https://lichess.org/puzzle/puzzle_1773927622247_1237"
puzzle_1773927622247_1238,"rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 1","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7",2009,100,50,"strategy","https://lichess.org/puzzle/puzzle_1773927622247_1238"
puzzle_1773927622247_1239,"rnbqkbnr/ppp1pppp/3p4/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O",1935,100,50,"sacrifice","https://lichess.org/puzzle/puzzle_1773927622247_1239"
puzzle_1773927622247_1240,"rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq c6 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3",1381,100,50,"sacrifice","https://lichess.org/puzzle/puzzle_1773927622247_1240"
puzzle_1773927622247_1241,"rnbqkbnr/pp3ppp/4p3/2ppP3/2P5/8/PP1P1PPP/RNBQKBNR w KQkq - 0 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3",1921,100,50,"endgame","https://lichess.org/puzzle/puzzle_1773927622247_1241"
puzzle_1773927622247_1242,"rnbqkbnr/pp2pppp/8/2pp4/2P5/8/PP1PPPPP/RNBQKBNR w KQkq d6 0 3","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3 a6 Qe1",1184,100,50,"pin","https://lichess.org/puzzle/puzzle_1773927622247_1242"
puzzle_1773927622247_1243,"rnbqkbnr/pp1ppppp/8/2p5/2P5/8/PP1PPPPP/RNBQKBNR w KQkq c6 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3 a6 Qe1 Nh7 Qg3",1297,100,50,"strategy","https://lichess.org/puzzle/puzzle_1773927622247_1243"
puzzle_1773927622247_1244,"rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq e6 0 3","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3",1227,100,50,"tactics","https://lichess.org/puzzle/puzzle_1773927622247_1244"
puzzle_1773927622247_1245,"rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 3","e4 c5 Nf3 d6 Be2",916,100,50,"skewer","https://lichess.org/puzzle/puzzle_1773927622247_1245"
puzzle_1773927622247_1246,"rnbqkbnr/pppp1ppp/8/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O",849,100,50,"sacrifice","https://lichess.org/puzzle/puzzle_1773927622247_1246"
puzzle_1773927622247_1247,"r1bqkbnr/pppp1ppp/2n2n2/4p3/4P3/3P1N2/PPP2PPP/RNBQKB1R w KQkq - 4 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3 a6 Qe1",1587,100,50,"middlegame","https://lichess.org/puzzle/puzzle_1773927622247_1247"
puzzle_1773927622247_1248,"r1bqkbnr/pppp1ppp/2n2n2/4p3/4P3/3P1N2/PPP2PPP/RNBQKB1R b KQkq - 0 4","e4 c5 Nf3 d6 Be2 Nf6 O-O",2317,100,50,"endgame","https://lichess.org/puzzle/puzzle_1773927622247_1248"
puzzle_1773927622247_1249,"rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3",1618,100,50,"strategy","https://lichess.org/puzzle/puzzle_1773927622247_1249"
puzzle_1773927622247_1250,"rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7",1497,100,50,"strategy","https://lichess.org/puzzle/puzzle_1773927622247_1250"
puzzle_1773927622247_1251,"rnbqkbnr/pppp1ppp/4p3/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq d3 0 3","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3 a6 Qe1 Nh7 Qg3",1499,100,50,"skewer","https://lichess.org/puzzle/puzzle_1773927622247_1251"
puzzle_1773927622247_1252,"rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O",1344,100,50,"skewer","https://lichess.org/puzzle/puzzle_1773927622247_1252"
puzzle_1773927622247_1253,"rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2","e4 c5 Nf3 d6 Be2 Nf6",2365,100,50,"opening","https://lichess.org/puzzle/puzzle_1773927622247_1253"
puzzle_1773927622247_1254,"rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq d6 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O",858,100,50,"sacrifice","https://lichess.org/puzzle/puzzle_1773927622247_1254"
puzzle_1773927622247_1255,"r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 4 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O",917,100,50,"sacrifice","https://lichess.org/puzzle/puzzle_1773927622247_1255"
puzzle_1773927622247_1256,"r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 4 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3 a6 Qe1",1603,100,50,"middlegame","https://lichess.org/puzzle/puzzle_1773927622247_1256"
